date, pm25, pm10, o3, no2
2019/2/11, , , 20, 10
2019/3/13, , , 33, 3
2019/3/14, , , 29, 5
2019/3/15, , , 31, 
2019/3/16, , , 34, 
2019/3/17, , , 32, 5
2018/10/30, , , 21, 4
2018/10/31, , , 14, 5
2018/11/12, , , 23, 4
2018/11/13, , , 20, 10
2018/12/7, , , 27, 
2018/12/8, , , 30, 
2018/12/9, , , 28, 5
2018/12/10, , , 19, 8
2018/12/20, , , 29, 
2018/12/21, , , 28, 
2018/9/23, , , 26, 4
2018/9/24, , , 26, 5
2019/12/31, , , , 5
2018/8/19, , , , 5
2018/8/26, , , , 3
2018/8/27, , , , 6
2018/3/31, , , , 4
2018/5/26, , , , 7
2018/5/27, , , , 6
2018/5/28, , , , 5
2018/5/29, , , , 5
2017/12/31, , , , 3
2018/1/3, , , , 4
2018/1/17, , , , 4
2018/1/19, , , , 3
2018/1/20, , , , 9
2018/1/25, , , , 8
2018/1/29, , , , 10
2018/2/1, , , , 8
2017/12/27, , , , 4
2017/4/2, , , , 6
2017/2/3, , , , 3
2017/2/5, , , , 9
2017/3/1, , , , 4
2017/3/2, , , , 5
2017/3/20, , , , 6
2016/11/20, , , , 3
2016/11/21, , , , 9
2016/7/3, , , , 6
2016/8/10, , , , 5
2016/4/27, , , , 5
2016/5/16, , , , 6
2016/1/3, , , , 6
2016/1/11, , , , 6
2016/1/12, , , , 6
2016/1/13, , , , 4
2016/1/31, , , , 3
2016/2/1, , , , 5
2016/2/2, , , , 7
2016/2/8, , , , 5
2016/2/9, , , , 5
2016/2/22, , , , 8
2016/2/23, , , , 7
2016/3/29, , , , 5
2015/10/1, , , , 10
2015/11/29, , , , 7
2015/12/1, , , , 7
2015/12/6, , , , 9
2015/7/9, , , , 4
2015/7/19, , , , 2
2015/7/27, , , , 3
2015/8/17, , , , 6
2015/8/18, , , , 4
2015/9/7, , , , 3
2015/4/1, , , , 6
2015/4/2, , , , 3
2015/5/31, , , , 3
2014/12/31, , , , 7
2015/1/14, , , , 2
2015/1/15, , , , 10
2015/3/30, , , , 2
2014/12/13, , , , 5
2014/12/19, , , , 3
2014/12/24, , , , 4
2014/8/16, , , , 2
2014/8/19, , , , 5
2014/9/8, , , , 6
